word,sentiment
deserted,Negative
deserted,Sadness
desertion,Negative
deserve,Anger
deserve,Anticipation
deserve,Positive
deserve,Trust
deserved,Positive
designation,Trust
designer,Positive
desirable,Positive
desiring,Positive
desirous,Positive
desist,Anger
desist,Disgust
desist,Negative
desolation,Fear
desolation,Negative
desolation,Sadness
despair,Anger
despair,Disgust
despair,Fear
despair,Negative
despair,Sadness
despairing,Fear
despairing,Negative
despairing,Sadness
desperate,Negative
despicable,Anger
despicable,Disgust
despicable,Negative
despise,Anger
despise,Disgust
despise,Negative
despotic,Fear
despotic,Negative
despotism,Anger
despotism,Disgust
despotism,Fear
despotism,Negative
despotism,Sadness
destination,Anticipation
destination,Fear
destination,Joy
destination,Positive
destination,Sadness
destination,Surprise
destined,Anticipation
destitute,Fear
destitute,Negative
destitute,Sadness
destroyed,Anger
destroyed,Fear
destroyed,Negative
destroyed,Sadness
destroyer,Anger
destroyer,Fear
destroyer,Negative
destroying,Anger
destroying,Fear
destroying,Negative
destroying,Sadness
destruction,Anger
destruction,Negative
destructive,Anger
destructive,Disgust
destructive,Fear
destructive,Negative
detachment,Negative
detain,Negative
detainee,Anger
detainee,Anticipation
detainee,Fear
detainee,Negative
detainee,Sadness
detect,Positive
detection,Positive
detention,Negative
detention,Sadness
deteriorate,Fear
deteriorate,Negative
deteriorate,Sadness
deteriorated,Disgust
deteriorated,Negative
deteriorated,Sadness
deterioration,Anger
deterioration,Disgust
deterioration,Fear
deterioration,Negative
deterioration,Sadness
determinate,Anticipation
determinate,Trust
determination,Positive
determination,Trust
determined,Positive
detest,Anger
detest,Disgust
detest,Negative
detonate,Fear
detonate,Negative
detonate,Surprise
detonation,Anger
detract,Anger
detract,Negative
detriment,Negative
detrimental,Negative
detritus,Negative
devastate,Anger
devastate,Fear
devastate,Negative
devastate,Sadness
devastating,Anger
devastating,Disgust
devastating,Fear
devastating,Negative
devastating,Sadness
devastating,Trust
devastation,Anger
devastation,Fear
devastation,Negative
devastation,Sadness
devastation,Surprise
develop,Anticipation
develop,Positive
deviation,Sadness
devil,Anger
devil,Anticipation
devil,Disgust
devil,Fear
devil,Negative
devil,Sadness
devilish,Disgust
devilish,Fear
devilish,Negative
devious,Negative
devolution,Negative
devotional,Positive
devotional,Trust
devour,Negative
devout,Anticipation
devout,Joy
devout,Positive
devout,Trust
dexterity,Positive
diabolical,Anger
diabolical,Disgust
diabolical,Fear
diabolical,Negative
diagnosis,Anticipation
diagnosis,Fear
diagnosis,Negative
diagnosis,Trust
diamond,Joy
diamond,Positive
diaper,Disgust
diarrhoea,Disgust
diary,Joy
diary,Positive
diary,Trust
diatribe,Anger
diatribe,Disgust
diatribe,Negative
dictator,Fear
dictator,Negative
dictatorial,Anger
dictatorial,Negative
dictatorship,Anger
dictatorship,Anticipation
dictatorship,Disgust
dictatorship,Fear
dictatorship,Negative
dictatorship,Sadness
dictionary,Positive
dictionary,Trust
dictum,Trust
didactic,Positive
die,Fear
die,Negative
die,Sadness
dietary,Anticipation
dietary,Positive
differential,Trust
differently,Surprise
difficult,Fear
difficulties,Negative
difficulties,Sadness
difficulty,Anger
difficulty,Fear
difficulty,Negative
difficulty,Sadness
digit,Trust
dignified,Positive
dignity,Positive
dignity,Trust
digress,Anticipation
digress,Negative
dike,Fear
dilapidated,Disgust
dilapidated,Negative
dilapidated,Sadness
diligence,Positive
diligence,Trust
dilute,Negative
diminish,Negative
diminish,Sadness
diminished,Negative
din,Negative
dinner,Positive
dinosaur,Fear
diplomacy,Anticipation
diplomacy,Positive
diplomacy,Trust
diplomatic,Positive
diplomatic,Trust
dire,Disgust
dire,Fear
dire,Negative
dire,Sadness
dire,Surprise
director,Positive
director,Trust
dirt,Disgust
dirt,Negative
dirty,Disgust
dirty,Negative
disability,Negative
disability,Sadness
disable,Fear
disable,Negative
disable,Sadness
disabled,Fear
disabled,Negative
disabled,Sadness
disaffected,Negative
disagree,Anger
disagree,Negative
disagreeing,Anger
disagreeing,Negative
disagreeing,Sadness
disagreement,Anger
disagreement,Negative
disagreement,Sadness
disallowed,Anger
disallowed,Disgust
disallowed,Fear
disallowed,Negative
disallowed,Sadness
disappear,Fear
disappoint,Anger
disappoint,Disgust
disappoint,Negative
disappoint,Sadness
disappointed,Anger
disappointed,Disgust
disappointed,Negative
disappointed,Sadness
disappointing,Negative
disappointing,Sadness
disappointment,Disgust
disappointment,Negative
disappointment,Sadness
disapproval,Negative
disapproval,Sadness
disapprove,Anger
disapprove,Disgust
disapprove,Fear
disapprove,Negative
disapprove,Sadness
disapproved,Anger
disapproved,Negative
disapproved,Sadness
disapproving,Anger
disapproving,Disgust
disapproving,Negative
disapproving,Sadness
disaster,Anger
disaster,Disgust
disaster,Fear
disaster,Negative
disaster,Sadness
disaster,Surprise
disastrous,Anger
disastrous,Fear
disastrous,Negative
disastrous,Sadness
disbelieve,Negative
discards,Negative
discharge,Negative
disciple,Trust
discipline,Fear
discipline,Negative
disclaim,Anger
disclaim,Disgust
disclaim,Negative
disclaim,Trust
disclosed,Trust
discoloration,Disgust
discoloration,Negative
discolored,Disgust
discolored,Negative
discolored,Sadness
discomfort,Negative
discomfort,Sadness
disconnect,Negative
disconnect,Sadness
disconnected,Negative
disconnected,Sadness
disconnection,Negative
discontent,Anger
discontent,Disgust
discontent,Fear
discontent,Negative
discontent,Sadness
discontinue,Negative
discontinuity,Disgust
discontinuity,Fear
discontinuity,Negative
discontinuity,Sadness
discord,Anger
discord,Disgust
discord,Negative
discourage,Fear
discourage,Negative
discourage,Sadness
discouragement,Negative
discovery,Positive
discredit,Negative
discreet,Anticipation
discreet,Positive
discretion,Anticipation
discretion,Positive
discretion,Trust
discretionary,Positive
discriminate,Anger
discriminate,Negative
discriminate,Sadness
discriminating,Disgust
discriminating,Negative
discrimination,Anger
discrimination,Disgust
discrimination,Fear
discrimination,Negative
discrimination,Sadness
discussion,Positive
disdain,Anger
disdain,Disgust
disdain,Negative
disease,Anger
disease,Disgust
disease,Fear
disease,Negative
disease,Sadness
diseased,Disgust
diseased,Fear
diseased,Negative
diseased,Sadness
disembodied,Fear
disembodied,Negative
disembodied,Sadness
disengagement,Negative
disfigured,Anger
disfigured,Disgust
disfigured,Fear
disfigured,Negative
disfigured,Sadness
disgrace,Anger
disgrace,Disgust
disgrace,Negative
disgrace,Sadness
disgraced,Anger
disgraced,Disgust
disgraced,Negative
disgraced,Sadness
disgraceful,Anger
disgraceful,Disgust
disgraceful,Negative
disgruntled,Anger
disgruntled,Disgust
disgruntled,Negative
disgruntled,Sadness
Disgust,Anger
Disgust,Disgust
Disgust,Fear
Disgust,Negative
Disgust,Sadness
Disgusting,Anger
Disgusting,Disgust
Disgusting,Fear
Disgusting,Negative
disheartened,Negative
disheartened,Sadness
disheartening,Negative
disheartening,Sadness
dishonest,Anger
dishonest,Disgust
dishonest,Negative
dishonest,Sadness
dishonesty,Disgust
dishonesty,Negative
dishonor,Anger
dishonor,Disgust
dishonor,Fear
dishonor,Negative
dishonor,Sadness
disillusionment,Anger
disillusionment,Disgust
disillusionment,Negative
disillusionment,Sadness
disinfection,Positive
disinformation,Anger
disinformation,Fear
disinformation,Negative
disingenuous,Disgust
disingenuous,Negative
disintegrate,Disgust
disintegrate,Fear
disintegrate,Negative
disintegration,Negative
disinterested,Negative
dislike,Anger
dislike,Disgust
dislike,Negative
disliked,Anger
disliked,Negative
disliked,Sadness
dislocated,Anger
dislocated,Disgust
dislocated,Fear
dislocated,Negative
dislocated,Sadness
dismal,Disgust
dismal,Fear
dismal,Negative
dismal,Sadness
dismay,Anger
dismay,Anticipation
dismay,Fear
dismay,Negative
dismay,Sadness
dismay,Surprise
dismemberment,Disgust
dismemberment,Fear
dismemberment,Negative
dismemberment,Sadness
dismissal,Anger
dismissal,Disgust
dismissal,Fear
dismissal,Negative
dismissal,Sadness
dismissal,Surprise
disobedience,Anger
disobedience,Disgust
disobedience,Negative
disobedient,Anger
disobedient,Negative
disobey,Anger
disobey,Disgust
disobey,Negative
disorder,Fear
disorder,Negative
disorderly,Negative
disorganized,Negative
disparage,Anger
disparage,Disgust
disparage,Negative
disparage,Sadness
disparaging,Anger
disparaging,Disgust
disparaging,Negative
disparaging,Sadness
disparity,Anger
disparity,Disgust
disparity,Negative
disparity,Sadness
dispassionate,Negative
dispassionate,Sadness
dispel,Negative
dispel,Sadness
dispersion,Negative
displace,Negative
displaced,Anger
displaced,Fear
displaced,Sadness
displeased,Anger
displeased,Disgust
displeased,Fear
displeased,Negative
displeased,Sadness
displeasure,Disgust
displeasure,Negative
disposal,Negative
dispose,Disgust
disposed,Anticipation
disposed,Positive
disposed,Trust
dispossessed,Anger
dispossessed,Fear
dispossessed,Negative
dispossessed,Sadness
dispute,Anger
dispute,Negative
disqualification,Negative
disqualified,Anger
disqualified,Disgust
disqualified,Negative
disqualified,Sadness
disqualify,Negative
disqualify,Sadness
disregard,Negative
disregarded,Disgust
disregarded,Negative
disreputable,Anger
disreputable,Disgust
disreputable,Fear
disreputable,Negative
disrespect,Anger
disrespect,Negative
disrespectful,Anger
disrespectful,Disgust
disrespectful,Fear
disrespectful,Negative
disrespectful,Sadness
disruption,Anger
disruption,Fear
disruption,Negative
disruption,Surprise
dissatisfaction,Negative
dissection,Disgust
disseminate,Positive
dissension,Anger
dissension,Negative
dissenting,Negative
disservice,Anger
disservice,Disgust
disservice,Negative
disservice,Sadness
dissident,Anger
dissident,Fear
dissident,Negative
dissolution,Anger
dissolution,Fear
dissolution,Negative
dissolution,Sadness
dissolution,Surprise
dissonance,Anger
dissonance,Negative
distaste,Disgust
distaste,Negative
distasteful,Disgust
distasteful,Negative
distillation,Positive
distinction,Positive
distorted,Disgust
distorted,Negative
distortion,Negative
distract,Negative
distracted,Anger
distracted,Negative
distracting,Anger
distracting,Anticipation
distracting,Negative
distraction,Negative
distraught,Negative
distraught,Sadness
distress,Anger
distress,Disgust
distress,Fear
distress,Negative
distress,Sadness
distress,Surprise
distressed,Fear
distressed,Negative
distressing,Anger
distressing,Fear
distressing,Negative
disTrust,Anger
disTrust,Disgust
disTrust,Fear
disTrust,Negative
disturbance,Anger
disturbance,Fear
disturbance,Negative
disturbance,Sadness
disturbance,Surprise
disturbed,Anger
disturbed,Negative
disturbed,Sadness
disuse,Negative
disused,Anger
disused,Negative
ditty,Joy
ditty,Positive
divan,Trust
divergent,Negative
divergent,Surprise
diverse,Negative
diverse,Positive
diversified,Positive
diversion,Positive
diversion,Surprise
divested,Negative
divestment,Negative
divination,Anticipation
divinity,Positive
divorce,Anger
divorce,Disgust
divorce,Fear
divorce,Negative
divorce,Sadness
divorce,Surprise
divorce,Trust
dizziness,Negative
dizzy,Negative
docked,Negative
doctor,Positive
doctor,Trust
doctrine,Trust
doer,Positive
dogged,Positive
dogma,Trust
doit,Negative
doldrums,Negative
doldrums,Sadness
dole,Negative
dole,Sadness
doll,Joy
dolor,Negative
dolor,Sadness
dolphin,Joy
dolphin,Positive
dolphin,Surprise
dolphin,Trust
dominant,Fear
dominant,Negative
dominate,Anger
dominate,Fear
dominate,Negative
dominate,Positive
domination,Anger
domination,Fear
domination,Negative
domination,Sadness
dominion,Fear
dominion,Trust
don,Positive
don,Trust
donation,Positive
donkey,Disgust
donkey,Negative
doodle,Negative
doom,Fear
doom,Negative
doomed,Fear
doomed,Negative
doomed,Sadness
doomsday,Anger
doomsday,Anticipation
doomsday,Disgust
doomsday,Fear
doomsday,Negative
doomsday,Sadness
doubt,Fear
doubt,Negative
doubt,Sadness
doubt,Trust
doubtful,Negative
doubting,Negative
doubtless,Positive
doubtless,Trust
douche,Negative
dour,Negative
dove,Anticipation
dove,Joy
dove,Positive
dove,Trust
downfall,Fear
downfall,Negative
downfall,Sadness
downright,Trust
downy,Positive
drab,Negative
drab,Sadness
draft,Anticipation
dragon,Fear
drainage,Negative
drawback,Negative
dread,Anticipation
dread,Fear
dread,Negative
dreadful,Anger
dreadful,Anticipation
dreadful,Disgust
dreadful,Fear
dreadful,Negative
dreadful,Sadness
dreadfully,Disgust
dreadfully,Fear
dreadfully,Negative
dreadfully,Sadness
dreadfully,Surprise
dreary,Negative
dreary,Sadness
drinking,Negative
drivel,Disgust
drivel,Negative
drone,Negative
drool,Disgust
drooping,Negative
drought,Negative
drown,Fear
drown,Negative
drown,Sadness
drowsiness,Negative
drudgery,Negative
drugged,Sadness
drunken,Disgust
drunken,Negative
drunkenness,Negative
dubious,Fear
dubious,Negative
dubious,Trust
duel,Anger
duel,Anticipation
duel,Fear
duet,Positive
duke,Positive
dull,Negative
dull,Sadness
dumb,Negative
dummy,Negative
dumps,Anger
dumps,Negative
dumps,Sadness
dun,Negative
dung,Disgust
dungeon,Fear
dungeon,Negative
dupe,Anger
dupe,Negative
duplicity,Anger
duplicity,Negative
durability,Positive
durability,Trust
durable,Positive
durable,Trust
duress,Anger
duress,Disgust
duress,Fear
duress,Negative
duress,Sadness
dust,Negative
dutiful,Anticipation
dutiful,Positive
dutiful,Trust
dwarfed,Fear
dwarfed,Negative
dwarfed,Sadness
dying,Anger
dying,Disgust
dying,Fear
dying,Negative
dying,Sadness
dynamic,Surprise
dysentery,Disgust
dysentery,Negative
dysentery,Sadness
eager,Anticipation
eager,Joy
eager,Positive
eager,Surprise
eager,Trust
eagerness,Anticipation
eagerness,Joy
eagerness,Positive
eagerness,Trust
eagle,Trust
earl,Positive
earn,Positive
earnest,Positive
earnestly,Positive
earnestness,Positive
earthquake,Anger
earthquake,Fear
earthquake,Negative
earthquake,Sadness
earthquake,Surprise
ease,Positive
easement,Positive
easygoing,Positive
eat,Positive
eavesdropping,Negative
economy,Trust
ecstasy,Anticipation
ecstasy,Joy
ecstasy,Positive
ecstatic,Anticipation
ecstatic,Joy
ecstatic,Positive
ecstatic,Surprise
edict,Fear
edict,Negative
edification,Anticipation
edification,Joy
edification,Positive
edification,Trust
edition,Anticipation
educate,Positive
educated,Positive
educational,Positive
educational,Trust
eel,Fear
effective,Positive
effective,Trust
effeminate,Negative
efficacy,Positive
efficiency,Positive
efficient,Anticipation
efficient,Positive
efficient,Trust
effigy,Anger
effort,Positive
egotistical,Disgust
egotistical,Negative
egregious,Anger
egregious,Disgust
egregious,Negative
ejaculation,Anticipation
ejaculation,Joy
ejaculation,Positive
ejaculation,Surprise
ejaculation,Trust
eject,Negative
ejection,Negative
elaboration,Positive
elated,Joy
elated,Positive
elbow,Anger
elder,Positive
elder,Trust
elders,Positive
elders,Trust
elect,Positive
elect,Trust
electorate,Trust
electric,Joy
electric,Positive
electric,Surprise
electricity,Positive
elegance,Anticipation
elegance,Joy
elegance,Positive
elegance,Trust
elegant,Joy
elegant,Positive
elevation,Anticipation
elevation,Fear
elevation,Joy
elevation,Positive
elevation,Trust
elf,Anger
elf,Disgust
elf,Fear
eligible,Positive
elimination,Anger
elimination,Disgust
elimination,Fear
elimination,Negative
elimination,Sadness
elite,Anticipation
elite,Joy
elite,Positive
elite,Trust
eloquence,Positive
eloquent,Positive
elucidate,Positive
elucidate,Trust
elusive,Negative
elusive,Surprise
emaciated,Fear
emaciated,Negative
emaciated,Sadness
emancipation,Anticipation
emancipation,Joy
emancipation,Positive
embargo,Negative
embarrass,Negative
embarrass,Sadness
embarrassing,Negative
embarrassment,Fear
embarrassment,Negative
embarrassment,Sadness
embarrassment,Surprise
embezzlement,Negative
embolism,Fear
embolism,Negative
embolism,Sadness
embrace,Anticipation
embrace,Joy
embrace,Positive
embrace,Surprise
embrace,Trust
embroiled,Negative
emergency,Fear
emergency,Negative
emergency,Sadness
emergency,Surprise
emeritus,Positive
eminence,Positive
eminence,Trust
eminent,Positive
eminently,Positive
emir,Positive
empathy,Positive
emphasize,Trust
employ,Trust
empower,Positive
emptiness,Sadness
emulate,Positive
enable,Positive
enable,Trust
enablement,Positive
enablement,Trust
enchant,Anticipation
enchant,Joy
enchant,Positive
enchant,Surprise
enchanted,Joy
enchanted,Positive
enchanted,Trust
enchanting,Anticipation
enchanting,Joy
enchanting,Positive
enclave,Negative
encore,Positive
encourage,Joy
encourage,Positive
encourage,Trust
encouragement,Positive
encroachment,Fear
encroachment,Negative
encumbrance,Anger
encumbrance,Fear
encumbrance,Negative
encumbrance,Sadness
encyclopedia,Positive
encyclopedia,Trust
endAnger,Anticipation
endAnger,Fear
endAnger,Negative
endAngered,Fear
endAngered,Negative
endeavor,Anticipation
endeavor,Positive
endemic,Disgust
endemic,Fear
endemic,Negative
endemic,Sadness
endless,Anger
endless,Fear
endless,Joy
endless,Negative
endless,Positive
endless,Sadness
endless,Trust
endocarditis,Fear
endocarditis,Sadness
endow,Positive
endow,Trust
endowed,Positive
endowment,Positive
endowment,Trust
endurance,Positive
endure,Positive
enema,Disgust
enemy,Anger
enemy,Disgust
enemy,Fear
enemy,Negative
energetic,Positive
enforce,Anger
enforce,Fear
enforce,Negative
enforce,Positive
enforcement,Negative
engaged,Anticipation
engaged,Joy
engaged,Positive
engaged,Trust
engaging,Joy
engaging,Positive
engaging,Trust
engulf,Anticipation
enhance,Positive
enigmatic,Fear
enigmatic,Negative
enJoy,Anticipation
enJoy,Joy
enJoy,Positive
enJoy,Trust
enJoying,Anticipation
enJoying,Joy
enJoying,Positive
enJoying,Trust
enlighten,Joy
enlighten,Positive
enlighten,Trust
enlightenment,Joy
enlightenment,Positive
enlightenment,Trust
enliven,Joy
enliven,Positive
enliven,Surprise
enliven,Trust
enmity,Anger
enmity,Fear
enmity,Negative
enmity,Sadness
enrich,Positive
enroll,Anticipation
enroll,Trust
ensemble,Positive
ensemble,Trust
ensign,Positive
enslave,Negative
enslaved,Anger
enslaved,Disgust
enslaved,Fear
enslaved,Negative
enslaved,Sadness
enslavement,Negative
entangled,Anger
entangled,Disgust
entangled,Fear
entangled,Negative
entangled,Sadness
entanglement,Negative
enterprising,Positive
entertain,Joy
entertain,Positive
entertained,Joy
entertained,Positive
entertaining,Anticipation
entertaining,Joy
entertaining,Positive
entertainment,Anticipation
entertainment,Joy
entertainment,Positive
entertainment,Surprise
entertainment,Trust
enthusiasm,Anticipation
enthusiasm,Joy
enthusiasm,Positive
enthusiasm,Surprise
enthusiast,Anticipation
enthusiast,Joy
enthusiast,Positive
enthusiast,Surprise
entrails,Disgust
entrails,Negative
enTrust,Trust
envious,Negative
environ,Positive
ephemeris,Positive
epic,Positive
epidemic,Anger
epidemic,Anticipation
epidemic,Disgust
epidemic,Fear
epidemic,Negative
epidemic,Sadness
epidemic,Surprise
epilepsy,Negative
episcopal,Trust
epitaph,Sadness
epitome,Positive
equality,Joy
equality,Positive
equality,Trust
equally,Positive
equilibrium,Positive
equity,Positive
eradicate,Anger
eradicate,Negative
eradication,Anger
eradication,Disgust
eradication,Fear
eradication,Negative
erase,Fear
erase,Negative
erosion,Negative
erotic,Anticipation
erotic,Joy
erotic,Negative
erotic,Positive
erotic,Surprise
erotic,Trust
err,Negative
errand,Anticipation
errand,Positive
errand,Trust
errant,Negative
erratic,Negative
erratic,Surprise
erratum,Negative
erroneous,Negative
error,Negative
error,Sadness
erudite,Positive
erupt,Anger
erupt,Negative
erupt,Surprise
eruption,Anger
eruption,Fear
eruption,Negative
eruption,Surprise
escalate,Anger
escalate,Negative
escape,Anticipation
escape,Fear
escape,Negative
escape,Positive
escaped,Fear
eschew,Anger
eschew,Negative
eschew,Sadness
escort,Trust
espionage,Negative
esprit,Positive
essential,Positive
establish,Trust
established,Joy
established,Positive
esteem,Joy
esteem,Positive
esteem,Sadness
esteem,Trust
esthetic,Positive
estranged,Negative
ethereal,Fear
ethical,Positive
ethics,Positive
euthanasia,Fear
euthanasia,Negative
euthanasia,Sadness
evacuate,Fear
evacuate,Negative
evacuation,Negative
evade,Anger
evade,Disgust
evade,Fear
evade,Negative
evanescence,Sadness
evanescence,Surprise
evasion,Fear
evasion,Negative
evasion,Sadness
eventual,Anticipation
eventuality,Anticipation
eventuality,Fear
evergreen,Joy
evergreen,Positive
evergreen,Trust
everlasting,Positive
evict,Negative
evict,Sadness
eviction,Anger
eviction,Disgust
eviction,Fear
eviction,Negative
eviction,Sadness
evident,Positive
evident,Trust
evil,Anger
evil,Disgust
evil,Fear
evil,Negative
evil,Sadness
evolution,Positive
exacerbate,Negative
exacerbation,Anger
exacerbation,Fear
exacerbation,Negative
exacting,Negative
exaggerate,Anger
exaggerate,Negative
exaggerated,Negative
exalt,Anticipation
exalt,Joy
exalt,Positive
exalt,Trust
exaltation,Joy
exaltation,Positive
exaltation,Trust
exalted,Joy
exalted,Positive
exalted,Trust
examination,Fear
examination,Negative
examination,Surprise
exasperation,Anger
exasperation,Disgust
exasperation,Negative
excavation,Anticipation
excavation,Negative
excavation,Surprise
exceed,Anticipation
exceed,Joy
exceed,Positive
excel,Anticipation
excel,Joy
excel,Positive
excel,Surprise
excel,Trust
excellence,Disgust
excellence,Joy
excellence,Positive
excellence,Trust
excellent,Joy
excellent,Positive
excellent,Trust
excess,Negative
exchange,Positive
exchange,Trust
excise,Negative
excitable,Positive
excitation,Anger
excitation,Anticipation
excitation,Fear
excitation,Joy
excitation,Positive
excitation,Surprise
excite,Anger
excite,Anticipation
excite,Fear
excite,Joy
excite,Positive
excite,Surprise
excited,Anticipation
excited,Joy
excited,Positive
excited,Surprise
excited,Trust
excitement,Anticipation
excitement,Joy
excitement,Positive
excitement,Surprise
exciting,Anticipation
exciting,Joy
exciting,Positive
exciting,Surprise
exclaim,Surprise
excluded,Disgust
excluded,Negative
excluded,Sadness
excluding,Negative
excluding,Sadness
exclusion,Disgust
exclusion,Fear
exclusion,Negative
exclusion,Sadness
excrement,Disgust
excrement,Negative
excretion,Disgust
excruciating,Fear
excruciating,Negative
excuse,Negative
execution,Anger
execution,Fear
execution,Negative
execution,Sadness
execution,Trust
executioner,Anger
executioner,Fear
executioner,Negative
executioner,Sadness
executor,Trust
exemplary,Positive
exemption,Positive
exhaust,Negative
exhausted,Negative
exhausted,Sadness
exhaustion,Anticipation
exhaustion,Negative
exhaustion,Sadness
exhaustive,Trust
exhilaration,Joy
exhilaration,Positive
exhilaration,Surprise
exhort,Positive
exhortation,Positive
exigent,Anticipation
exigent,Disgust
exigent,Fear
exigent,Negative
exigent,Surprise
exile,Anger
exile,Fear
exile,Negative
exile,Sadness
existence,Positive
exorcism,Fear
exorcism,Negative
exorcism,Sadness
exotic,Positive
expatriate,Negative
expect,Anticipation
expect,Positive
expect,Surprise
expect,Trust
expectancy,Anticipation
expectant,Anticipation
expectation,Anticipation
expectation,Positive
expected,Anticipation
expecting,Anticipation
expedient,Joy
expedient,Positive
expedient,Trust
expedition,Anticipation
expedition,Positive
expel,Anger
expel,Disgust
expel,Fear
expel,Negative
expel,Sadness
expenditure,Negative
expenses,Negative
experienced,Positive
experienced,Trust
experiment,Anticipation
experiment,Surprise
expert,Positive
expert,Trust
expertise,Positive
expertise,Trust
expire,Negative
expire,Sadness
expired,Negative
explain,Positive
explain,Trust
expletive,Anger
expletive,Negative
explode,Anger
explode,Fear
explode,Negative
explode,Sadness
explode,Surprise
explore,Anticipation
explosion,Fear
explosion,Negative
explosion,Surprise
explosive,Anger
explosive,Anticipation
explosive,Fear
explosive,Negative
explosive,Surprise
expose,Anticipation
expose,Fear
exposed,Negative
expropriation,Negative
expulsion,Anger
expulsion,Disgust
expulsion,Fear
expulsion,Negative
expulsion,Sadness
exquisite,Joy
exquisite,Positive
exquisitely,Positive
extend,Positive
extensive,Positive
exterminate,Fear
exterminate,Negative
exterminate,Sadness
extermination,Anger
extermination,Fear
extermination,Negative
extinct,Negative
extinct,Sadness
extinguish,Anger
extinguish,Negative
extra,Positive
extrajudicial,Fear
extrajudicial,Negative
extraordinary,Positive
extremity,Negative
extricate,Anticipation
extricate,Positive
exuberance,Joy
exuberance,Positive
eyewitness,Trust
fabricate,Negative
fabrication,Negative
fabrication,Trust
facilitate,Positive
fact,Trust
facts,Positive
facts,Trust
faculty,Positive
faculty,Trust
fade,Negative
faeces,Disgust
faeces,Negative
failing,Anger
failing,Anticipation
failing,Fear
failing,Negative
failing,Sadness
failure,Disgust
failure,Fear
failure,Negative
failure,Sadness
fain,Anticipation
fain,Joy
fain,Positive
fain,Trust
fainting,Fear
fainting,Negative
fainting,Sadness
fainting,Surprise
fair,Positive
fairly,Positive
fairly,Trust
faith,Anticipation
faith,Joy
faith,Positive
faith,Trust
faithful,Positive
faithful,Trust
faithless,Negative
faithless,Sadness
fake,Negative
fall,Negative
fall,Sadness
fallacious,Anger
fallacious,Negative
fallacy,Negative
fallible,Negative
falling,Negative
falling,Sadness
fallow,Negative
falsehood,Anger
falsehood,Negative
falsehood,Trust
falsely,Negative
falsification,Anger
falsification,Negative
falsify,Disgust
falsify,Negative
falsity,Disgust
falsity,Negative
falter,Fear
falter,Negative
fame,Positive
familiar,Positive
familiar,Trust
familiarity,Anticipation
familiarity,Joy
familiarity,Positive
familiarity,Trust
famine,Negative
famine,Sadness
famous,Positive
famously,Positive
fanatic,Negative
fanaticism,Fear
fancy,Anticipation
fancy,Joy
fancy,Positive
fanfare,Anticipation
fanfare,Joy
fanfare,Positive
fanfare,Surprise
fang,Fear
fangs,Fear
farce,Negative
farcical,Disgust
farcical,Negative
farm,Anticipation
fascinating,Positive
fascination,Positive
fashionable,Positive
fasting,Negative
fasting,Sadness
fat,Disgust
fat,Negative
fat,Sadness
fatal,Anger
fatal,Fear
fatal,Negative
fatal,Sadness
fatality,Fear
fatality,Negative
fatality,Sadness
fate,Anticipation
fate,Negative
father,Trust
fatigue,Negative
fatigued,Negative
fatigued,Sadness
fatty,Disgust
fatty,Negative
fatty,Sadness
fault,Negative
fault,Sadness
faultless,Positive
faultless,Trust
faulty,Negative
favorable,Anticipation
favorable,Joy
favorable,Positive
favorable,Surprise
favorable,Trust
favorite,Joy
favorite,Positive
favorite,Trust
favoritism,Positive
fawn,Negative
Fear,Anger
Fear,Fear
Fear,Negative
Fearful,Fear
Fearful,Negative
Fearful,Sadness
Fearfully,Fear
Fearfully,Negative
Fearfully,Sadness
Fearfully,Surprise
Fearing,Fear
Fearing,Negative
Fearless,Fear
Fearless,Positive
feat,Anticipation
feat,Joy
feat,Positive
feat,Surprise
feature,Positive
febrile,Negative
fecal,Disgust
fecal,Negative
feces,Disgust
feces,Negative
fee,Anger
fee,Negative
feeble,Negative
feeble,Sadness
feeling,Anger
feeling,Anticipation
feeling,Disgust
feeling,Fear
feeling,Joy
feeling,Negative
feeling,Positive
feeling,Sadness
feeling,Surprise
feeling,Trust
feigned,Negative
felicity,Joy
felicity,Positive
fell,Negative
fell,Sadness
fellow,Positive
fellow,Trust
fellowship,Positive
felon,Fear
felon,Negative
felony,Negative
female,Positive
fenced,Anger
fender,Trust
ferment,Anticipation
ferment,Negative
fermentation,Anticipation
ferocious,Anger
ferocious,Disgust
ferocious,Fear
ferocious,Negative
ferocity,Anger
ferocity,Negative
fertile,Positive
fervor,Anger
fervor,Joy
fervor,Positive
festival,Anticipation
festival,Joy
festival,Positive
festival,Surprise
festive,Joy
festive,Positive
fete,Anticipation
fete,Joy
fete,Positive
fete,Surprise
feud,Anger
feud,Negative
feudal,Negative
feudalism,Anger
feudalism,Negative
feudalism,Sadness
fever,Fear
feverish,Negative
fiasco,Negative
fib,Anger
fib,Negative
fickle,Negative
fictitious,Negative
fidelity,Joy
fidelity,Positive
fidelity,Trust
fiend,Anger
fiend,Disgust
fiend,Fear
fiend,Negative
fierce,Anger
fierce,Disgust
fierce,Fear
fierce,Negative
fiesta,Anticipation
fiesta,Joy
fiesta,Positive
fiesta,Surprise
fiesta,Trust
fight,Anger
fight,Fear
fight,Negative
fighting,Anger
fighting,Negative
filibuster,Negative
fill,Trust
filth,Disgust
filth,Negative
filthy,Disgust
filthy,Negative
finally,Anticipation
finally,Disgust
finally,Joy
finally,Positive
finally,Surprise
